Sample	posterior	likelihood	prior	SkylineM.A_to_B.1	SkylineM.A_to_B.2	SkylineM.B_to_A.1	SkylineM.B_to_A.2	SkylineNe.A.1	SkylineNe.A.2	SkylineNe.A.3	SkylineNe.A.4	SkylineNe.B.1	SkylineNe.B.2	SkylineNe.B.3	SkylineNe.B.4	psi.height	psi.treeLength	Mascot	D.treeLikelihood
118	-4265.619264616487	-4235.817747552031	-29.801517064456664	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.6130797789500066	8.698504972149193	-7.784005820900829	-4235.817747552031
120	-4265.619264616487	-4235.817747552031	-29.801517064456664	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.6130797789500066	8.698504972149193	-7.784005820900829	-4235.817747552031
122	-4265.619264616487	-4235.817747552031	-29.801517064456664	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.6130797789500066	8.698504972149193	-7.784005820900829	-4235.817747552031
124	-4265.619264616487	-4235.817747552031	-29.801517064456664	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.6130797789500066	8.698504972149193	-7.784005820900829	-4235.817747552031
126	-4265.619264616487	-4235.817747552031	-29.801517064456664	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.6130797789500066	8.698504972149193	-7.784005820900829	-4235.817747552031
128	-4265.619264616487	-4235.817747552031	-29.801517064456664	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.6130797789500066	8.698504972149193	-7.784005820900829	-4235.817747552031
130	-4265.170608515891	-4235.828591487518	-29.342017028373842	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.8413525993110111	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.6130797789500066	8.698001242091848	-7.750094504172335	-4235.828591487518
132	-4264.11091483341	-4235.828591487518	-28.28232334589173	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.867947422048572	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.6130797789500066	8.698001242091848	-7.425561037482363	-4235.828591487518
134	-4263.412362521825	-4235.50627042111	-27.90609210071592	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.867947422048572	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.3929912786568934	8.16816792369334	-7.049329792306552	-4235.50627042111
136	-4263.237815493059	-4235.326827577408	-27.910987915651685	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.867947422048572	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.3929912786568934	8.169413987937716	-7.054225607242314	-4235.326827577408
138	-4263.220920696756	-4235.309166997445	-27.911753699311358	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.867947422048572	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.3929912786568934	8.169579517696617	-7.054991390901991	-4235.309166997445
140	-4263.220920696756	-4235.309166997445	-27.911753699311358	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.867947422048572	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.3929912786568934	8.169579517696617	-7.054991390901991	-4235.309166997445
