Sample	posterior	likelihood	prior	SkylineM.A_to_B.1	SkylineM.A_to_B.2	SkylineM.B_to_A.1	SkylineM.B_to_A.2	SkylineNe.A.1	SkylineNe.A.2	SkylineNe.B.1	SkylineNe.B.2	psi.height	psi.treeLength	Mascot	D.treeLikelihood
100	-6044.501190986964	-6009.247192795225	-35.25399819173934	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	3.10877908536893	2.788488663216925	10.933079983015212	-17.428213305903544	-6009.247192795225
102	-6040.112209179965	-6004.5710549531705	-35.541154226794745	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	3.10877908536893	2.788488663216925	11.119879152369709	-17.71536934095895	-6004.5710549531705
104	-6040.076643957423	-6004.570102188479	-35.50654176894416	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	3.10877908536893	2.681241852868115	10.905385531672088	-17.680756883108362	-6004.570102188479
106	-6040.076643957423	-6004.570102188479	-35.50654176894416	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	3.10877908536893	2.681241852868115	10.905385531672088	-17.680756883108362	-6004.570102188479
108	-6036.977562092406	-6003.796371171496	-33.181190920910346	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.681241852868115	10.921428585854052	-17.706299073813923	-6003.796371171496
110	-6036.079546767686	-6003.554712694222	-32.52483407346439	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.4800064266211255	10.101741867048943	-17.04994222636797	-6003.554712694222
112	-6034.94006310953	-6002.382390085254	-32.55767302427563	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.4800064266211255	10.103190339485696	-17.082781177179204	-6002.382390085254
114	-6034.94006310953	-6002.382390085254	-32.55767302427563	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.4800064266211255	10.103190339485696	-17.082781177179204	-6002.382390085254
116	-6034.94006310953	-6002.382390085254	-32.55767302427563	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.4800064266211255	10.103190339485696	-17.082781177179204	-6002.382390085254
118	-6034.94006310953	-6002.382390085254	-32.55767302427563	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.4800064266211255	10.103190339485696	-17.082781177179204	-6002.382390085254
