Sample	posterior	likelihood	prior	M.1	M.2	SkylineNe.A.1	SkylineNe.A.2	SkylineNe.B.1	SkylineNe.B.2	psi.height	psi.treeLength	Mascot	D.treeLikelihood
66	-5389.248118351714	-5359.863563513706	-29.384554838007908	4.907686262434326	3.0324511501563767	-1.424391059320624	-1.708883147170379	1.2391679069090753	-0.1706518177222978	1.5320661606179438	6.494206872901557	-14.63571677439203	-5359.863563513706
68	-5389.248118351714	-5359.863563513706	-29.384554838007908	4.907686262434326	3.0324511501563767	-1.424391059320624	-1.708883147170379	1.2391679069090753	-0.1706518177222978	1.5320661606179438	6.494206872901557	-14.63571677439203	-5359.863563513706
70	-5386.765794710412	-5359.863563513706	-26.9022311967053	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	1.2391679069090753	-0.1706518177222978	1.5320661606179438	6.494206872901557	-14.576109549738769	-5359.863563513706
72	-5385.909398867125	-5359.863563513706	-26.045835353418568	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	0.6379649571595658	-0.1706518177222978	1.5320661606179438	6.494206872901557	-14.950847897596601	-5359.863563513706
74	-5385.909398867125	-5359.863563513706	-26.045835353418568	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	0.6379649571595658	-0.1706518177222978	1.5320661606179438	6.494206872901557	-14.950847897596601	-5359.863563513706
76	-5374.91944235464	-5348.381247781495	-26.538194573144573	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	0.6379649571595658	-0.1706518177222978	1.5320661606179438	6.810408014710114	-15.443207117322606	-5348.381247781495
78	-5324.83170727801	-5299.862859260602	-24.968848017408376	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	0.6379649571595658	-0.1706518177222978	1.3473306457495964	5.9892135627984935	-13.873860561586412	-5299.862859260602
80	-5289.274795283755	-5264.200688850777	-25.07410643297829	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	0.6379649571595658	-0.1706518177222978	1.2531779481451304	5.912331818083869	-13.979118977156322	-5264.200688850777
82	-5283.597517692927	-5257.923564470627	-25.67395322230044	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	0.6379649571595658	-0.1706518177222978	2.0316170501242445	7.469210022042097	-14.578965766478472	-5257.923564470627
84	-5283.597517692927	-5257.923564470627	-25.67395322230044	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	0.6379649571595658	-0.1706518177222978	2.0316170501242445	7.469210022042097	-14.578965766478472	-5257.923564470627
86	-5285.261195327255	-5257.923564470627	-27.337630856628422	1.4424140723948338	3.0324511501563767	-1.424391059320624	-1.708883147170379	1.4922333736021411	-0.0873389221566028	2.0316170501242445	7.469210022042097	-14.412169048988144	-5257.923564470627
